Sentence,Label
"HollyFrontier OKs new $1 billion stock buyback program, to build new renewable diesel unit",positive
semiconductor stocks gain as strong consumer demand,positive
Piraeus Port Authority (ATH:PPA) Seems To Use Debt Rather Sparingly,neutral
Oil prices trade flat as traders assess a cautious earnings outlook,neutral
IHS Markit sees U.S. GDP growth falling to 2.1% in 2020 from 2.5% in 2017-2019,negative
Anheuser-Busch InBev names new CFO,neutral
"Target's stock soars toward record high after profit and revenue beats, raised guidance",positive
Masayoshi Son's Bankers Are Worried About Their Favorite Client,neutral
Terrible call against Cowboys bails out Patriots...never fails In NE,neutral
The Maxim Integrated Products (NASDAQ:MXIM) Share Price Has Gained 100% And Shareholders Are Hoping For More,positive
Qualcomm Shares Dip Even After Q1 Earnings Beat Over China Coronavirus Outlook,negative
Pfizer explores options related to a stable labor market,neutral
Why Shares of PPG Industries Fell in January,negative
Potential global slowdown stokes expectations of a cut in interest rates,negative
Pfizer reports stronger-than-expected revenue,positive
"Hey, good news America: Investors are bailing on stocks",neutral
Primerica goes ex-dividend tomorrow,neutral
Betsy DeVos: This Memo Will Better Protect Student Loan Borrowers,neutral
- india confirms iPhone exports,neutral
"Record-Breaking ""Frozen 2"" Debut Propels Disney Past an Important Milestone",neutral
: The Medicines Co to be acquired by Novartis (NVS) for $85.00/share in cash,neutral
"Meet Bread and Butter, two turkeys slated to receive a presidential pardon this week",neutral
Alkem Labs Gets Three Observations From U.S. FDA For St. Louis Facility,neutral
- Sands China: Deploying Capital Into The Expansion Of Premium Mass Offerings Makes The Stock Buy. Read more…,neutral
Oil Jumps After OPEC Agrees To 500Kbpd Production Cut,positive
Trump Sets Up Clash in Congress With $4 Billion Cut for Warships,neutral
AMC Entertainment rallies after big Frozen 2 weekend,positive
"Stock Market Live Updates: Home Depot faults tariffs, lumber prices for grim quarter - Yahoo Finance",negative
This Japanese hotel will give you a room for less than $1 per night if you agree to livestream your stay,neutral
"Boris Johnson is heading for a clear victory in next week’s U.K. general election, according to senior officials in…",neutral
Oppenheimer cuts estimates on Yum China,negative
Is Imperial Oil Limited's (TSE:IMO) ROE Of 11% Impressive?,neutral
The world's largest oil producers are hammering out the terms of an unprecedented deal to mitigate the devastating…,neutral
We asked people Elon Musk's favorite interview question and only 1 could guess the answer correctly. Can you?…,neutral
Sanders Ties Buttigieg to Billionaires: Campaign Update,neutral
Popeyes says firing 7 employees for Wisconsin brawl was only first step,neutral
Apparel stocks tumble after a pair of disappointing earnings,negative
Which Countries Spend The Most On Obesity?,neutral
"Chile Stuns Markets as Unemployment Falls, Manufacturing Rises",positive
MSCI proposes $250M add-on notes offering,neutral
Defence Expo: Defence Equipment Makers See This As Another Opportunity In India,neutral
TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,positive
"Hedge Funds Have Never Been More Bullish On MGE Energy, Inc. (MGEE)",positive
"Is There An Opportunity With Altria Group, Inc.'s (NYSE:MO) 48% Undervaluation?",neutral
".'s solution for a lack of market participation? ""Raise the roof on IRA:""",neutral
NPN: NASPERS LIMITED - Statement regarding Just Eat PLC circular #Naspers #Stock #MarketScreener…,neutral
"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",positive
Chain store sales cool down,negative
Stock Market Update: Futures little changed amid news of a limited trade agreement,neutral
Intel announces leadership update amid the latest GDP report,neutral
"Highlight: ""It's definitely one of the most detailed plans we've seen so far [from] 2020 candidates,""…",neutral
"In one corner: a 32-year-old investment firm worth $221.8 billion. In the other, a 29-year-old pop star worth $360…",neutral
"S&P 500, Nasdaq hit record closing highs; Chinese workers return",positive
Strong cash flow keeps Total's fourth-quarter net profit steady,positive
Mr. Greens Announces Acquisition of Cawoods Produce,neutral
"S&P 500 down fractionally, about 2 points, at close",negative
Lumber Liquidators +4% after USTR determination,positive
Otello : Commodity Classic Announces Main Stage Line-Up for 2020 #Otello #Stock #MarketScreener…,neutral
U.S. Bonds Are A Tactical Short.  #investing #markets #stocks,neutral
Maduro Embraces Capitalism and Venezuelan Emigres Are Returning,neutral
"In This ""Booming Economy"", 90% Of Americans Say Money Increases Stress Levels",neutral
- PulteGroup Has Calamity Priced In.  #stockmarket #business #finance,negative
Nintendo Switch Shipments to Japan Delayed by Coronavirus,negative
TSX opens higher on signs of coronavirus slowdown #TSX #economy #MarketScreener,positive
- CymaBat halts trial of seladelpar; shares dip 4%,negative
Global stocks stumble toward best week since June,negative
Regional Management (NYSE:RM) Shareholders Have Enjoyed An Impressive 140% Share Price Gain,positive
Dow off 0.4%; S&P 500 slides 0.2% late-morning Tuesday,negative
Neptune Wellness and Canopy Growth agree to amend terms of cannabis processing deal,neutral
"The NBA is mulling big changes, including a mid-year tournament",neutral
"Public Sector Banks Collect Rs 1,996 Crore As Minimum Balance Penalty In FY19",neutral
French luxury goods owner LVMH has agreed to buy U.S. jeweler Tiffany for $16.2 billion in its biggest acquisition…,neutral
Modern Monetary Theory: It's an unconventional economic theory made popular by progressive politicians Alexandria O…,neutral
Here's what has stocks surging midday:,positive
Edited Transcript of QD.N earnings conference call or presentation 18-Nov-19 12:00pm GMT,neutral
Stock Market Update: Apple continues to outperform,positive
"Internet Society Foundation Announces $300,000 in Grants for Projects That Promote the Benefits of the Internet",neutral
"BrightView Holdings EPS beats by $0.08, beats on revenue",positive
Cautious Optimism For Markets on Trade (Radio),neutral
Layoffs spread across healthcare as persistent inflation pressures,negative
"How Much Did Prologis, Inc.'s (NYSE:PLD) CEO Pocket Last Year?",neutral
"CG Power Gets Shareholders Nod To Raise Rs 5,000 Crore",neutral
"Is Sinclair Broadcast Group, Inc. (NASDAQ:SBGI) An Attractive Dividend Stock?",neutral
Trump Is Still Studying Ways to Crack Down on Chinese Stocks,neutral
Russia has built an enormous pipeline running from Siberia to the Chinese border to feed China’s insatiable energy…,neutral
Bank of Nova Scotia : Acting Administrator Pilkerton's Statement on USMCA Agreement #BankofNovaScotia #Stock…,neutral
Yeah   12/20 $150C .16 entry got 5. Reason is look at the inside day hammer today. Looking like we’re gonna break upwards.,positive
Amazon cuts jobs after rising borrowing costs,negative
Bellerophon to reverse split shares 1:15,neutral
Expansive Applications For Hemp Manufacturing,neutral
Hedge Funds Have Never Been More Bullish On City Office REIT Inc (CIO),positive
What's driving Asia markets right now,neutral
Maire Tecnimont (BIT:MT) Use Of Debt Could Be Considered Risky,neutral
"- LightInTheBox Holding Co., Ltd. (LITB) CEO Jian He on Q3 2019 Results - Earnings Call Transcript. Sign up f…",neutral
HEICO Q4 2019 Earnings Preview,neutral
TJX Companies +1% after comparable sales impress,positive
Northeast Community Bancorp reports Q4 results,neutral
Wayfair shares surge 37% as coronavirus drives sales of office furniture and home decor,positive
Playtech warns it will miss earnings expectations,negative
Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth,negative
semiconductor stocks slide following higher input costs,negative
Ocean Grown Abalone : Results of Meeting #OceanGrownAbalone #Stock #MarketScreener,neutral
- JBS Does Well With Trade Wars And Higher Meat Prices. Get more info on Seeking Alpha:…,neutral
- Eaton Vance National Municipal Opportunities Trust declares $0.0717 dividend,neutral
Simplus Announces Key Hires to Bolster Salesforce Manufacturing Practice,neutral
"- Taiwan Semiconductor: Visibility May Be Limited In The Near-Term, But Long-Term Growth Outlook Is Favorable.…",positive
Abbott Labs raises quarterly dividend by 12.5% to 36 cents a share,positive
Do you qualify as a business owner? Here's what you need to know before applying for a business credit card.,neutral
Cubic Energy reports Q3 results,neutral
iPhone maker Foxconn to make surgical face masks alongside Apple products in Shenzhen,neutral
Officer Fired For Body Slamming Student,neutral
U.S. stock futures hold modest gains after housing reports,neutral
- The Withdrawal Season Begins In Natural Gas. Read more and sign up for updates:  #stocks #trading #markets,neutral
Boeing asked to redesign 737 planes after deadly 2018 flight: RPT,neutral
The Most Innovative Jobs In The U.S. Are Clustering In A Handful of Cities,neutral
Mexico’s Economy Suffered Slight Recession in First Half,negative
Highlight: Plumb Funds CIO Tom Plumb explains why he’s bullish on healthcare:,neutral
Proto Labs EPS and revenue in-line,positive
Hong Kong Stocks Nearly Recover Post-Holiday Losses With Rally,positive
U.S. crude flows to Europe set to rise as virus hits Asia demand,positive
Black Friday darker for some retail stocks than others,neutral
What happened in the world economy this week – in charts (via  & ),neutral
McDonald's Tells Investors to Expect More Cash Returns,neutral
Upland Software acquires Localytics for $67.7M,neutral
Shale's Debt-Fueled Drilling Boom Is Coming To An End,negative
Here's Why We're Not At All Concerned With Akcea Therapeutics's (NASDAQ:AKCA) Cash Burn Situation,neutral
SunPower's stock sinks after plans to sell 22 million shares to the public,negative
Upcoming #earnings conference calls,neutral
Alpha Bank reports Q3 results,neutral
Amazon says it signed up new Prime service members in record numbers in the U.K. this week when it aired Premier Le…,positive
- Google drops plan to buy stake in Africa's biggest wind park,neutral
What the January Jobs Report says about the economy,neutral
Goldperson Sachs,neutral
Alibaba will raise up to $12.9 bln in Hong Kong listing -sources,neutral
Kaiser Aluminum offers $500M senior notes due 2028,neutral
- Niu Technologies 2019 Q3 - Results - Earnings Call Presentation. Read more:  #investing #stocks #stockmarket,neutral
Advent International Demonstrates Further Commitment to Boutique Fitness Sector Through Acquisitions of Zingfit and Triib,neutral
ChargePoint and NATSO Launch Collaborative to Significantly Expand EV Charging Along Nation’s Highways and in Rural Communities,neutral
Sears' Eddie Lampert looks to regain full ownership of Sears Hometown and Outlet Stores,neutral
Why This Is a Huge Win Against Prostate Cancer,neutral
The real estate market in downtown Los Angeles is taking a hit as Chinese cash dries up,negative
U.S. Stocks Rise as China Calls for Better Communication on Trade #SP500 #index #MarketScreener…,positive
Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i…,negative
Mild weather boosts U.S. job growth; unemployment rate rises,positive
Extreme Networks board authorizes $100 mln share buyback,positive
Gold little changed after economic reports,neutral
Illicit Cannabis Supply Output Still Dominates In The US,neutral
"With every 11-pound load of laundry, between 600,000 and 17 million clothes fibers are released, according to a Dut…",neutral
